Unnamed: 0;tweet_id;text;science_related;scientific_claim;scientific_reference;scientific_context;Alain_émotions;Alain_émotions 2;Anton_émotions;Anton_émotions 2;Tony_émotion;Tony_émotions 2;emotion_majoritaire_toutes;emotion_majoritaire_em1
746;9.403119834375699e+17;.@USAGSessions #Opioids. #Erectile dysfunction. #Hypertension. #Depression. Common denominator? See: Nitrogen Narcosis. https://t.co/m69noncKYd . Erectile dysfunction. https://t.co/emkCW2IAoa . https://t.co/2o1cAllwGN . one-new-drug-multiple-med-uses https://t.co/rlt5VnUXfm https://t.co/i0ODEbpFPj;1;1.0;1.0;1.0;7;;1;;1;;1.0;1.0
747;9.406356507469784e+17;The Arctic is getting warmer twice as fast as the rest of the planet. And that could cause more drought in California https://t.co/32Rwk7k2el https://t.co/vGawmL0vSS;1;1.0;1.0;1.0;5;;1;;1;;1.0;1.0
748;9.40684900109308e+17;"October 19. 2017: ""Stem Cell Studies Build Momentum toward Therapy for Age-Associated Frailty"" | Miller School of Medicine | University of Miami https://t.co/4PlKngvGj4 via @UMiamiMedicine #longevity #antiaging #stemcells";1;1.0;1.0;1.0;4;;3;;3;;3.0;3.0
749;9.418617781783634e+17;The forbidden words are “vulnerable.” “entitlement.” “diversity.” “transgender.” “fetus.” “evidence-based” and “science-based.” https://t.co/6Olvpyz5JR;1;0.0;0.0;1.0;7;;7;;7;;7.0;7.0
750;9.421658029118751e+17;@nypost The liberty interest of the family encompasses an interest in retaining custody of one’s children and. thus. a state may not interfere with a parent’s custodial rights absent due process protections. Langton v. Maloney. 527 F Supp 538. D.C. Conn. (1981). https://t.co/RLQcYhB0gX https://t.co/TXlY7igBDP;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
751;9.432080790380013e+17;Smoke-free laws might actually be curbing the number of lung cancer cases! https://t.co/sHYKOfnkLf;1;1.0;1.0;1.0;3;4.0;4;;1;;4.0;1.0
752;9.442598618770675e+17;Democratic Caucus holds presser to show support for Mayor and City Council's work to remove confederate statues. https://t.co/mb8BVfbpMC;0;0.0;0.0;0.0;7;;2;;3;;2.0;2.0
753;9.4570249829521e+17;The history of 'imperfect children': special issue of @SSHMedicine with free article on ADHD around the world by @mpcsmith https://t.co/kjsmhlE2Xj;1;0.0;1.0;1.0;7;;5;;7;;7.0;7.0
754;9.461608229167347e+17;@SpockResists @TheSWPrincess @finnick_Resists @exoticgamora @Guinan2017 @chappie_cat @gbmnyc @DeadpoolResists @AgentScullyGR @NatCookResists @AlexMunday_2017 Follow. retweet and support Democrat candidates. Several special elections are coming up. #FlipItBlue #BlueWave2018 🌊;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
755;9.492541766510467e+17;Former salesman accused of lying to FBI. IRS agents.Robert DeGoria is accused of trying to mislead investigators looking into an ongoing Lower Southampton corruption probe. https://t.co/ot3GJQp5wi;0;0.0;0.0;0.0;2;;2;;2;;2.0;2.0
756;9.495982767512617e+17;Congratulations @RenegadesBBL won!! Tommrw I'm working on @ThunderBBL vs @StrikersBBL game. PREMIUM FOR MATCH #2000₹ . Interested WhatsApp +919100544879. 100+ RETWEET ♻ FOR OPEN REPORT HERE.;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
757;9.497401355030897e+17;a concept: stop being mean to people for no reason;0;0.0;0.0;0.0;6;;7;;2;;2.0;2.0
758;9.501308826643699e+17;@Ann4_BBC Proper training. All pleasure should be associated with yours.;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
759;9.510537511874888e+17;Green Manuring to a Better Soil Physical Condition by Akingbola OO* and Dayo-Olagbende GO* in Agricultural Research & Technology: Open Access Journal (ARTOAJ) https://t.co/rzxxCsZAjq https://t.co/OLNOSLWpFU;1;1.0;1.0;1.0;7;;7;;3;;7.0;7.0
760;9.511879369759498e+17;Radar Update: Rain will increase today/tonight. Expect a rainy and breezy day Thursday. Dry by the weekend. #wawx https://t.co/8dtEzXaplq;0;0.0;0.0;0.0;7;;7;;1;;7.0;7.0
761;9.523771170014616e+17;Cities must be designed to enable a healthier lifestyle for all. Learn more at WUF9 from 7-13 Feb'18 at KLCC #wuf9 #wuf9kl #forumbandarsedunia9 @DMM064 @mynohomar @mptenggara @ariffkarim Online registrations end on 15 January 2018 – https://t.co/qqLLwoKcj6 https://t.co/zAWfdXlWMG;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
762;9.529953363851713e+17;YES...YES...YES !!!👊👊👊 Promote Araneta FIRST.... One concert at a time! Breathe. Pause. Breathe... #JaDineRevolution #JaDineLoveRules https://t.co/KhDLxw8jzS;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
763;9.530434235310121e+17;file under: cause of death https://t.co/xkSMgg8u3b;0;0.0;0.0;0.0;5;;1;;1;;1.0;1.0
764;9.546963903528429e+17;11 Scientifically Proven Ways To Lose Weight In A Few Weeks https://t.co/R8KciYFSbj;0;0.0;0.0;0.0;4;;4;;3;;4.0;4.0
766;9.580087926371123e+17;Ottawa Charter still important to guide>>>https://t.co/zfldC2IghL https://t.co/RxTeqaq4sh;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
767;9.582930750293852e+17;Gender Discrimination in Science Is Especially Common https://t.co/o8rITBjcSs A new @pewresearch report shows women face more workplace hurdles in STEM jobs than in non-STEM jobs. Via @500womensci https://t.co/IKjDV9hsNz;1;1.0;1.0;1.0;2;;2;;6;2.0;2.0;2.0
768;9.585135975371817e+17;"""It gives coal a very good chance of continuing ... extending its existing life"" — @JoshFrydenberg Watch this 👇 if you have any doubt about the intention behind the Turnbull govt's dirty energy guarantee... #NEG #DirtyEnergyGuarantee https://t.co/4HkP5aYBIm";0;0.0;0.0;0.0;4;3.0;2;;6;2.0;2.0;2.0
769;9.591732694033368e+17;FBI agents issue statement of support for FBI director - https://t.co/ZMGaADmoEI Top 100 Stories On The Web https://t.co/17W7QGUMFa;0;0.0;0.0;0.0;4;;4;;6;;4.0;4.0
770;9.592431353174547e+17;YouTube TV now supports select Roku devices - https://t.co/tgvBDzqroS;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
771;9.605608066970624e+17;Quite ironic that 'interference in judicial process' was the supposed reason for the Maldives regime's ousting of Nasheed in the 2012 coup #MaldivesInCrisis;0;0.0;0.0;0.0;7;;4;;6;;4.0;4.0
772;9.614255123117384e+17;Perhaps most maddening is that there are actually people who know that ecigarettes are not as harmful as cigarettes who nonetheless consider this a success. https://t.co/MxpzBED1W7;1;1.0;1.0;1.0;6;;2;;6;;6.0;6.0
773;9.61674045811929e+17;The EPSO Honor Guard will be conducting a flag ceremony to raise and lower the flag that will be used during Detective Flick’s services. The flag will be flown for 15 minutes and taken down. The ceremony will begin at 12:30 PM today. https://t.co/Sklgl00CNJ;0;0.0;0.0;0.0;7;;5;;3;;3.0;3.0
774;9.638785824508764e+17;happy vday to all the lovers out there! the world runs on and needs more love so keep on lovin!;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
775;9.651997041779384e+17;This conference on mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://t.co/juOH84CdEo;1;0.0;0.0;1.0;7;;7;;7;;7.0;7.0
778;9.700838548065935e+17;".@BrownUniversity is offering a course for high school students this summer that attributes @realDonaldTrump 's election to a ""whitelash"" motivated by ""staunch white resistance to. and even revenge against. racial equity."" https://t.co/iUxbOWkhYy #news";0;0.0;0.0;0.0;7;;6;;2;;2.0;2.0
779;9.710415558753523e+17;From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity. control species invasions. create resilient ecosystems. and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0;1;0.0;0.0;1.0;7;;7;;3;;7.0;7.0
780;9.717096893680762e+17;Fantastic entry to our schools plate tectonics competition by Invergordon Academy S2 Geography class! 🌍Teachers you still have time to enter to receive your free poster! https://t.co/4qZ8mI3Y78 #platetecotnics #teaching #geography #geology #Earth @InvergordonA https://t.co/CZITv3qVBT;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
781;9.720862270034125e+17;New post from the RBML @columbialib: Madeline L'Engel in our Oral History Collection: https://t.co/rqhaVTJ6yN #WrinkleInTime;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
782;9.740222883655475e+17;Using a “Cookie” Mentality to Increase Patient Satisfaction and Collect More Payments #techblogs #startups https://t.co/MKoYE4Rlum;1;1.0;0.0;0.0;7;;4;;3;;3.0;3.0
784;9.743665137328947e+17;Study: Marijuana Decriminalization Leads To Decreased Arrests. No Increase In Youth Use https://t.co/wzajo7UDKr;1;1.0;1.0;1.0;4;;4;;3;;4.0;4.0
785;9.747122597747672e+17;@RepAdrianSmith @WaysandMeansGOP Take a moment to watch this & vow to stop being part of the party over country problem. https://t.co/RsVH0dbMlb;0;0.0;0.0;0.0;2;;7;;2;;2.0;2.0
786;9.756376154781778e+17;In 2018. Turkey is aiming to welcome 700.000 people to Troy in a bid to significantly increase the number of people disappointed by the historical site. https://t.co/HmvA8sOxzh;0;0.0;0.0;0.0;4;;7;;3;;3.0;3.0
787;9.785733611178433e+17;Enter the Regulatory Excellence Awards and everyone wins. Your great work is highlighted. the public and business benefit from best practice. and our awful Easter puns stop. Open to r'egg'ulators and 'bunni'sinesses. Details & entry form: https://t.co/0ouP8eAYxH @businessgov https://t.co/Rcw5hgcFYj;0;0.0;0.0;0.0;7;;4;;3;;3.0;3.0
788;9.785940587665695e+17;handsonreinvest: #International #RealEstate #Investors Increase Demand! https://t.co/neSAOxWhyf #realestate #RodMrRealEstate #Tampa #Florida #realestate #Investor;0;0.0;0.0;0.0;4;;4;;3;;4.0;4.0
789;9.78692611358806e+17;And the winners of the 2018 Five College DataFest are: https://t.co/mQI0Yg6qIC #asadatafest;1;0.0;0.0;1.0;7;;3;;3;;3.0;3.0
790;9.791250894751866e+17;Teenager from #AbbotsLangley arrested with support from @HertsPolice as part of NCA investigation into the emails containing threats to students received by large number of UK schools and colleges. Read more: https://t.co/kW7MwW1BYl https://t.co/F5ZHZVLzQC;0;0.0;0.0;0.0;4;1.0;3;;2;;1.0;2.0
791;9.815174938135101e+17;Former State Department official @MatthewPHoh has signed the open letter to #ReconnectJulian https://t.co/utqoXZ2hxV Support WikiLeaks here: https://t.co/JWzH6DHTEV;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
792;9.823504732387983e+17;Government should stop subsidising e-sports. it’s not real sport - https://t.co/GcZjIb5ycz;0;0.0;0.0;0.0;6;;6;;2;;6.0;6.0
793;9.82392279456473e+17;How to gain twice as much as your opponent in a repeated Prisoner's Dilemma https://t.co/KM1OHHvBhe @chilbe3 https://t.co/aMM3OVcO1D;1;0.0;1.0;1.0;7;;4;;3;;3.0;3.0
794;9.829826037278884e+17;ya know 5sos what we need?????? leSS EXPENSIVE MERCH. MORE TOUR DATES AND FOR U TO FINALLY STOP SLEEPING ON THE GOOD SONGS https://t.co/cYUgJyp7Xa;0;0.0;0.0;0.0;2;;3;;2;;2.0;2.0
795;9.833450427219313e+17;Just touched down in Japan to visit Fukushima. One of the most surprising things I've learned is about non-radiation related harms. often due to misunderstandings *of* radiation. Social determinants of health are ignored. to everyone's peril. So complex. https://t.co/ehy4uJvkjx https://t.co/fOAojXm1UJ;1;0.0;1.0;1.0;3;;7;;1;;1.0;1.0
796;9.840816889877586e+17;Unpaid internships are a mark of privilege-wow. Pam Eddinger rocks. #PhilaUnite;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
797;9.84129692788822e+17;@DrKristieLeong To help establish the proper wrist action in the #golfswing. I switched to kickboxing gloves as a self-coaching technique 4 power/control. #Kickboxing gloves are easier to work with/can provides a greater feel in the golf swing sequence: https://t.co/GnPbJqTrzE https://t.co/1suqf9Wk78;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
798;9.844518866475295e+17;It's not your fitness tracker -- it's you https://t.co/HXZUORH9Yc https://t.co/C2gFbkiGR2;1;0.0;1.0;1.0;2;;7;;4;;2.0;2.0
799;9.854074539396014e+17;Liverpool initiate talks with £87million Portuguese midfield ace – reports https://t.co/YlA5iXmXaT #lfc;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
801;9.855802089243073e+17;Thank you Drs. @dgarmstrong and @bijan_najafi for your guidance! A true honor. | Health Sensors. Smart Home Devices. and the Internet of Medical Things: An Opportunity for Dramatic Improvement in Care for the Lower Extremity Complications of Diabetes. https://t.co/3bCgUBhIRz https://t.co/EKMBlXdl3b;1;1.0;1.0;1.0;3;;3;;3;;3.0;3.0
802;9.877752937452585e+17;Wenger is genius to sell Sanchez to United to stop Spurs reaching the final. Genius.;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
803;9.887590216069161e+17;Look how cool this moulting crab is we found on the #MBioRoscoff field trip #PlyMBIO https://t.co/gm00FUku63;0;0.0;0.0;0.0;3;;4;;4;;4.0;4.0
804;9.899488449882355e+17;Uchiyama studies math.;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
805;9.900719704011448e+17;The EXO-L food support rn outside Jollibee. 💕💕 Thank you from PHIXOs! #ElyxionInManila https://t.co/pCm5U6SkDX;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
806;9.939119870117069e+17;Hey everyone. here's a great thing from @arielitalic @eric_shorey @TheLadyBearica talking about drag and gender. And wrestlers. https://t.co/8mcmduTnkz Support the Nobodies!!!;0;0.0;0.0;0.0;3;;7;;3;;3.0;3.0
807;9.944276440485357e+17;The essence of his philosophy was to find something that you can do well. and put your heart and soul into it. If not physics. then another passion — bongos. perhaps. #Feynman100 https://t.co/LBCRCkfuHr;1;0.0;1.0;1.0;7;;7;;3;;7.0;7.0
808;9.945930667691786e+17;#BeAware of <#Myth2> about #MentalHealth. #SpreadAwareness and support those in need. #YourSupportMatters #MentalHealthAwarenessMonth #keeptalkingmh #iamstigmafree https://t.co/62VI8UHMRd;0;0.0;0.0;0.0;7;;3;;1;;1.0;1.0
809;9.960196973793485e+17;@YousefMunayyer Then tell those morons to stop rioting at the borders. Israel is just protecting itself.;0;0.0;0.0;0.0;2;6.0;2;;2;;2.0;2.0
810;9.975222019130573e+17;"""Talking about #suicide increases the chances someone will go for help. Reaching out for help is the main message."" said our @drthomasungar. while discussing mainstream media portrayals of #mentalhealth issues. WATCH THE VIDEO » https://t.co/zMhJyJ4a35 https://t.co/P0GPxQ6daQ";1;1.0;0.0;0.0;1;;7;;5;;1.0;1.0
811;9.9768176164676e+17;.@SenatorWicker The president’s budget targets federal workers and retirees and jeopardizes my retirement security. This is no way to treat middle-class households. #RejectAllCuts;0;0.0;0.0;0.0;2;;2;;2;;2.0;2.0
812;9.980360872295711e+17;#Shame is a powerful emotion and may be experienced when recovering from an #eatingdisorder. When shame seems to be winning. counter with #selfcompassion. https://t.co/fzBo6RuF3j https://t.co/iy12blHfD4;1;1.0;0.0;0.0;7;;7;;6;;7.0;7.0
813;9.995809415206584e+17;Chairman @RonnieOsumba: In the process of migrating the Fund's data to the new Enterprise Resource Planning (ERP). that includes beneficiary loan details: management noted some discrepancy in the loans https://t.co/koYziU3M3F;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
814;1.0004415288237628e+18;BREAKING: Astronaut Alan Bean. fourth man to walk on moon. dies at 86 https://t.co/LPWIb4BN3U;1;0.0;0.0;1.0;5;;7;;5;;5.0;5.0
815;1.0005311998009508e+18;Oh. piss off Cotchin. stop hogging the limelight! It's all about the mighty Bombers today! 😄;0;0.0;0.0;0.0;2;;2;;2;;2.0;2.0
816;1.0047980745591235e+18;Latest NSPKU film by the legendary film maker @FunkyGuy on the NSPKU You Tube. Filmed at the NSPKU conference. Snow and more snow did not stop Tom or the conference being a huge sucess https://t.co/dZzSsLmZCr;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
817;1.0060151390472806e+18;@hugseavey - i hope that u meet the boys really soon. u deserve it so much. u are so sweet and a beautiful person. i hope everything is well and ur really happy and having fun in life. don’t take things too serious. enjoy being u cause u are so beautiful.;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
819;1.0075475615683256e+18;@CBSNews Cohen. the president. and Americans know better not to believe what the press is saying. Fake news with intent to cause havoc.;0;0.0;0.0;0.0;2;;2;;6;1.0;2.0;2.0
820;1.0087265594470276e+18;New study suggests ovarian hormone may make drug withdrawal symptoms worse for women https://t.co/OY2Ilc2BFF;1;1.0;1.0;1.0;4;;7;;1;;1.0;1.0
821;1.0088913158981917e+18;Why female alcoholism is a time bomb https://t.co/QmPtMXrSJS via @BBC_Future;1;1.0;1.0;1.0;5;6.0;1;;1;;1.0;1.0
822;1.0092287224722717e+18;Yan-Hong Bao. Yi-Zheng Fan. Yi Wang. Ming Zhu : A Combinatorial Method for Computing Characteristic Polynomials of Starlike Hypergraphs https://t.co/39liwIpQoT;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
823;1.0099063273621996e+18;Beyond glycemic control. does #lifestyle modification impact development of cardiovascular disease in patients w/ #diabetes? https://t.co/RehlG5CbQM #JACC https://t.co/Ao4KE3opN3;1;1.0;1.0;1.0;7;;7;;1;;7.0;7.0
824;1.01097310020318e+18;Incredible scenes. Congratulations to Rob from @Arch2Arctic who just swam the English Channel!! All in aid of raising funds for Scouts. Poldy is still swimming but going strong... Follow the rest of their incredible challenge and show your support here: https://t.co/NTkdmwF344 https://t.co/drUhj6N4lI;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
825;1.0141706527844516e+18;Can we please stop talking like Mexicans are the only ones who sell drugs. commit crimes. participate in sex trafficking. and join gangs. https://t.co/dL92iXdn9W;0;0.0;0.0;0.0;2;6.0;2;;2;6.0;2.0;2.0
826;1.0151959839768124e+18;Holocaust Survivors Organize to Stop Sharia-Supporting Women's March Hero from Giving College Commencement - Tea... https://t.co/pKOO3ki2oT;0;0.0;0.0;0.0;6;2.0;1;;1;;1.0;1.0
827;1.015668581353304e+18;"@fox_of_floof Because Trump and his administration have made Hate the norm. Now suddenly the people saying. ""just stop being c**ts to people"" are the bad guys. Same has happened here in Enlgand with Brexit.";0;0.0;0.0;0.0;2;;2;;2;;2.0;2.0
828;1.0157055247997912e+18;@Efiotu_ No tbh. Inadequate rest may affect Croatia;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
829;1.016209604626219e+18;Latest news from HTFP: Regional publisher increases cover price at 17 weeklies https://t.co/YdxT2kvWZQ https://t.co/aWBy3pLhD0;0;0.0;0.0;0.0;7;;7;;4;;7.0;7.0
830;1.0170779094320046e+18;Global mobile group supports disaster response program https://t.co/mNpuMjaDkP;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
832;1.0177787189185454e+18;#FlashbackFriday My NaNa Ovas Wedding. Weddings are a beautiful time. Post a picture of your wedding for #FlashbackFriday via https://t.co/rNiWYlpRpw https://t.co/8b7wAaKlmI;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
833;1.0181872315410596e+18;Good advice for the too many White people who can’t seem to understand that calling the police on Black people can cause death. https://t.co/Dyqy19wN5t;1;1.0;0.0;0.0;2;6.0;6;;6;2.0;6.0;6.0
834;1.0189011176510872e+18;A US official directly involved with Helsinki summit sums it up like this: “This was not the plan.” -- reports @jeffzeleny @cnni;0;0.0;0.0;0.0;4;2.0;2;;6;;2.0;2.0
835;1.0189784828129444e+18;Also reports of severe flooding on Weber Street between Franklin and Fairway. https://t.co/dIgo0WRE1k;0;0.0;0.0;0.0;5;;5;;1;5.0;5.0;5.0
836;1.0202346349180724e+18;Disney is a clearing House for pedophiles. Stop giving them your money. #WhereAreTheChildren;0;0.0;0.0;0.0;6;;2;;2;;2.0;2.0
837;1.0212829928142152e+18;LADIES FIRST PRESEASON GAME v Boldon Sports: Sunday 29th kick-off 12:30. Support Edgware Town Ladies. Coop Ground Footscray Road SE9 2EL Eltham Town Accadamy. https://t.co/YJMQV70yzY;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
838;1.021764496392708e+18;New Study: Climate Change Will Cause Suicides to Spike - The Atlantic https://t.co/88vd9R8Zqm;1;1.0;1.0;1.0;5;;1;;1;;1.0;1.0
839;1.0227094629965372e+18;Donating blood not only helps others. but reduces the rate of cancer and heart disease in the donor. And can help you lose weight.;1;1.0;0.0;0.0;3;;3;;3;1.0;3.0;3.0
840;1.0233184381886464e+18;#Trump Hoodwinked? Developing Report: US-Israel-Turkey “Deal” Over Brunson Release Leads To Questions https://t.co/NXwXiEmZx5;0;0.0;0.0;0.0;4;;4;;4;;4.0;4.0
841;1.0235303221541396e+18;The rain didn’t put us off! (Much) Delivery of 2018 annual constituency reports to Renfrewshire North & West in #Erskine @theSNP https://t.co/PcCZTeT61s;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
843;1.0246400583541636e+18;With our current lifestyle. most of us are sleep deprived. which creates problems like mood disorders. weakened immunity. weight gain and diabetes. A review of 16 studies found that sleeping for less than 6 to 8 hours a night increases the risk of early death by as much as 12%. https://t.co/C7IO1zBm1t;1;1.0;1.0;1.0;5;;6;;6;;6.0;6.0
844;1.024833718597374e+18;Harvard admissions suit gets support from Asian American groups https://t.co/X6O5HPcQRO via @business;0;0.0;0.0;0.0;4;;4;;3;;4.0;4.0
845;1.0255074671769312e+18;DEAR BLACK COMMUNITY: Stop giving @PastorDScott and other evangelicals a hard time for meeting with @realDonaldTrump! We should be thanking them. This dialogue. something @BarackObama didn’t offer. is important. @POTUS cares about us and wants to help. no matter the cost.;0;0.0;0.0;0.0;7;;2;;2;;2.0;2.0
846;1.0268891037096305e+18;@anshulkundaje @NipsConference Would love to see MLCB as a full conference. with workshops in genomics. immunology. &c.;1;0.0;0.0;1.0;4;;3;;3;;3.0;3.0
847;1.0275466224088964e+18;A #BookLoversDay reminder: #IRS has more than 100 eBooks to help you understand your taxes – no library card required. https://t.co/5Siuj39WVO https://t.co/zPn47QuJl0;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
848;1.028495065256276e+18;Windsor needs more people like Al Quesnel!! This is wonderful! Philanthropist pledges $5M matching challenge to repair Assumption Church #YQG #philanthropy https://t.co/v2Plhx1h2Z;0;0.0;0.0;0.0;3;4.0;3;;3;;3.0;3.0
849;1.029515309877682e+18;Steam survey shows PC gamers are still mostly playing in 1080p and lower https://t.co/Pd009uM6Qc;0;0.0;0.0;0.0;4;;7;;7;;7.0;7.0
850;1.0311073402071162e+18;Babies cannot speak so parents never know the severity of their illnesses. When a baby shows minor signs of struggling to breathe. it should be treated as an emergency. https://t.co/9leiAbvi34;1;1.0;0.0;0.0;1;;1;;1;;1.0;1.0
851;1.0317729051710504e+18;♥️ RETWEET SHARE SUPPORT! @feltenp44 33 year drought @ViralExpNotify #Gofundme #CrowdFundingExposure #Viral__Funding PLEASE SUPPORT ~> https://t.co/aJcqjrZat0 https://t.co/2dIIos5l3U;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
852;1.0320064901381364e+18;@STELLAAAAWinter Cause Twitter is the end all be all of reality right? Cause me putting the question out there wasn't sweet or anything right?;0;0.0;0.0;0.0;2;;6;;6;;6.0;6.0
853;1.0332824813221724e+18;@sricketts1 @AndrewLainton Important story about CAMKCOX shambles [tho' Andrew must fix the typos]. Reminds him of ThamesGateway precursor from which nothing learned. My 2008: https://t.co/3DGlrZsamj;0;0.0;0.0;0.0;7;;7;;6;;7.0;7.0
854;1.0351983549622272e+18;How the Brain and Personality Provide Protection Against Emotional Distress https://t.co/VYN9RBD7rV Personality traits can protect an individual's brain against symptoms of emotional distress. namely depression and anxiety. #psychology #personality #neuroscience #science;1;1.0;1.0;1.0;4;;3;;1;;1.0;1.0
855;1.0359000877325148e+18;@JustSeanTaylor @OllyJacksonXXX @boynapped thx for support also trans community - and the preview is hot AF;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
856;1.036034401921106e+18;@mike_Zollo @Johnpdca To use the death of Sen. John McCain to bash the president is a disgrace. People were there to honor McCain. Seems there is no shame. I could go on but it is pointless. These people are a disgrace and an embarrassment;0;0.0;0.0;0.0;6;;2;;6;;6.0;6.0
857;1.0365314925272636e+18;Due to huge amount of interest we have just released more dates for Marvel Avengers S.T.A.T.I.O.N. We are sorry for the website errors whilst this was being added. https://t.co/1y0PdHcrie (Please try the password in upper and lower case);0;0.0;0.0;0.0;5;2.0;7;;6;;2.0;5.0
858;1.0370406112521667e+18;Models Stop Traffic: The 16 Hidden Elements of the Cover’s Story https://t.co/TNmcIP6NS7 https://t.co/ESPBtkwtRh;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
859;1.0375143662691779e+18;"The unnamed source @nytimes probably doesn't exist. This is plan to make the @POTUS snap so Globalist Libs can take him down claiming he us ""unstable"" Why else would the person remain anonymous? #fakenews stokes again. The left will stop at nothing";0;0.0;0.0;0.0;2;;2;;6;;2.0;2.0
860;1.0418835727627592e+18;Spiritually will never triumph logic & science!;0;0.0;0.0;0.0;6;;5;;3;;3.0;3.0
861;1.0423610632142193e+18;Latex dresses are a must 👧💗💕 https://t.co/h6DeuaPlvX;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
862;1.0425810328289812e+18;"@YvanDutil @PolAnimalAus @suckmysav @Dinkeldash @dvibrationz @CrispyCX @CJlegalBeagle @miked194765 @thefutureBigly @FredFoxyGuy @FriendsOScience @peden_c @blaubok @GillesnFio @RushhourP @HansConser @mspence6 @EthonRaptor @RegimeChangeBC @JPolov @NikolovScience @Pork_Kebab @CentralFLBoy @LifeIsThermal @prof_SJGreene @bjjuhl58 @alan_poirier @ned2au @Calimer0c0mplex @NDPnomore @SimonMaxfield8 @The_ClimateGuy @DarrenBurchill @SteveSGoddard @tigerzntl @brandondaly2018 @L_Wallace12 @StuartBirdman2 @WeiZhangAtmos @Jimmyha33 @SnakeBi14457783 @CriticalStress_ @HaddockAdhoc @Dan55645 @JohnPisulaMBA @Billybobtn @TammyJParadis @MdulaOblngotcha @drwaheeduddin @ViscountRedmund Another Nobel Laureate. Dr Kary Mullis. on the BS of AGW. ""Climatology is a joke"" https://t.co/do01dxQIC0";1;1.0;0.0;1.0;7;;2;;7;;7.0;7.0
863;1.0426707345465548e+18;Trump surveys Carolina storm damage. gives out meals to Florence victims see more --> https://t.co/QDjwS3T2OS <-- click here #Usa #News #TopNews #EEUU #NY;0;0.0;0.0;0.0;5;;7;;5;;5.0;5.0
864;1.043572719629955e+18;@MuneebAleem @ImranKhanPTI @narendramodi Indian want peace bt a small favour to stop d terrorism. Modi accepted d talks bt ur army sopnsered terrorist kill our 3 men.;0;0.0;0.0;0.0;2;5.0;2;;1;;2.0;2.0
865;1.0440159820654714e+18;What happens when you let employees pick how much they want to be paid? This company decided to find out. - science. science and technology. science news. science world. tech. tech world. technology. technology news. technology world https://t.co/s2ckvBdlBz;0;0.0;0.0;0.0;4;;4;;4;;4.0;4.0
866;1.0446771819415306e+18;Do you remember when the news reports on TV were scarier than the pharmaceutical commercials in between? #GoldenAge;0;0.0;0.0;0.0;5;;5;;1;;5.0;5.0
867;1.0458468018767668e+18;States herself trauma causes norepinephrine to imprint memories on the hippocampus. Yet. can't remember anything. #ConfirmKavanaughNow https://t.co/pm2XhJOOeb;1;1.0;0.0;0.0;4;;2;;7;;2.0;2.0
869;1.0464035753861242e+18;It’s phony Christian Sunday. People who support a hateful administration & then attend church are phonies...PERIOD;0;0.0;0.0;0.0;2;;2;;6;2.0;2.0;2.0
870;1.0464302150760408e+18;$29 a month for brand new fitness equipment is a deal you can't miss out on! For the month of September we are offering $29/mo for 60 months for qualified buyers. Call or stop in store today to get set up with this amazing offer! https://t.co/DzVuGnRdJW https://t.co/KV5kafJqcZ;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
