text	emotions	text_proc	cat1_score	cat2_score	cat3_score
Ritzy and Traci have given good advice for you.	[0, 0, 0, 0, 0, 0]	ritzy and traci have given good advice for you .	0.024736836552619934	0.015233993530273438	0.02580573782324791
I'm only a month out from surgery and I still leak a little now and then and I have no erectile function yet.	[0, 0, 0, 0, 0, 0]	i ' m only a month out from surgery and i still leak a little now and then and i have no erectile function yet .	0.2167390137910843	0.018332622945308685	0.013345067389309406
I had shortness of breath, which would bother me intermittently.	[0, 0, 0, 0, 1, 0]	i had shortness of breath , which would bother me intermittently .	0.4643509089946747	0.025219619274139404	0.018371326848864555
Hey ladies - can anyone tell me exactly what happens at the first radiation set-up/marking appointment?	[0, 0, 0, 0, 0, 0]	hey ladies - can anyone tell me exactly what happens at the first radiation set-up / marking appointment ?	0.02119569294154644	0.015413188375532627	0.018495623022317886
"Having others to help ""think"", is beyond price."	[0, 0, 0, 0, 0, 0]	"having others to help "" think "" , is beyond price ."	0.13377512991428375	0.01262943260371685	0.014222959987819195
It seems to keep the scalp moist and free from itching.	[0, 0, 0, 0, 1, 0]	it seems to keep the scalp moist and free from itching .	0.49432846903800964	0.024614835157990456	0.032651636749506
I am praying for a low low score for you.	[0, 0, 0, 0, 0, 0]	i am praying for a low low score for you .	0.09005967527627945	0.014234624803066254	0.011919110082089901
I too would take a pain med an hour before.	[0, 0, 0, 0, 0, 0]	i too would take a pain med an hour before .	0.03914479538798332	0.013703127391636372	0.013182291761040688
Luckily here doctors accept Medicare as full payment.	[0, 0, 0, 0, 0, 0]	luckily here doctors accept medicare as full payment .	0.03985163941979408	0.012976786121726036	0.015040891245007515
They said it is non small cell, which is suppose to be good, meaning slow growing?	[0, 0, 0, 0, 0, 0]	they said it is non small cell , which is suppose to be good , meaning slow growing ?	0.6662430763244629	0.03857803717255592	0.07958610355854034
Yes, some urologists/surgeons do say that.	[0, 0, 0, 0, 0, 0]	yes , some urologists / surgeons do say that .	0.20967069268226624	0.021259240806102753	0.02261769212782383
My first A/C chemo knocked me right off my feet.	[0, 0, 0, 0, 1, 0]	my first a / c chemo knocked me right off my feet .	0.027025889605283737	0.014268334023654461	0.017063021659851074
I'll be thinking about you tomorrow morning and also look forward to reading how well it went for you.	[0, 0, 0, 0, 0, 0]	i ' ll be thinking about you tomorrow morning and also look forward to reading how well it went for you .	0.02139398269355297	0.015160523355007172	0.01948716677725315
It is offered to folks that can't have more surgery.	[0, 0, 0, 0, 0, 0]	it is offered to folks that can't have more surgery .	0.11958996206521988	0.013135616667568684	0.01674392633140087
A lot of prayers .	[0, 0, 0, 0, 0, 0]	a lot of prayers .	0.023542018607258797	0.014182361774146557	0.019740339368581772
We are praying that all will work and I can get better.	[0, 0, 0, 0, 0, 0]	we are praying that all will work and i can get better .	0.1154424250125885	0.013699325732886791	0.012461977079510689
What a horrific experience but have had no pain after 9 weeks but breathing is still difficult under various situations; brisk walking, etc.	[0, 0, 0, 1, 0, 0]	what a horrific experience but have had no pain after 9 weeks but breathing is still difficult under various situations ; brisk walking , etc .	0.6988980174064636	0.03143157437443733	0.030685462057590485
This could easily be a cause of increased appetite if so.	[0, 0, 0, 0, 0, 0]	this could easily be a cause of increased appetite if so .	0.8886502981185913	0.05700339749455452	0.08536875993013382
Did the doctors discuss the long term effects with you?	[0, 0, 0, 0, 0, 0]	did the doctors discuss the long term effects with you ?	0.5071682929992676	0.030454790219664574	0.02879718877375126
Your cancer is ... well, just that, it's YOURS.	[0, 0, 0, 0, 0, 0]	your cancer is ... well , just that , it ' s yours .	0.06571955978870392	0.01326924841850996	0.01305482629686594
He said time will lessen the fear, and if I make it past 2 years then the survival rate goes up comparable to other breast cancers.	[0, 0, 0, 0, 0, 0]	he said time will lessen the fear , and if i make it past 2 years then the survival rate goes up comparable to other breast cancers .	0.9343385100364685	0.08323774486780167	0.14547006785869598
I am totaly serious: the insights from all of you guys who responded here at the Board were all significant in assisting my decision, including any recommendations for surgery.max	[0, 0, 0, 0, 1, 0]	i am totaly serious : the insights from all of you guys who responded here at the board were all significant in assisting my decision , including any recommendations for surgery.max	0.03748944774270058	0.018174922093749046	0.023670975118875504
My mother also developed a resistance to crizotinib, though only one of her tumors, and was taken off the trial.	[0, 0, 0, 0, 0, 0]	my mother also developed a resistance to crizotinib , though only one of her tumors , and was taken off the trial .	0.5510810017585754	0.05804193764925003	0.09434117376804352
I would tell them.They already see something different.In fact they might know of others who had cancer and no hair.	[0, 0, 0, 0, 0, 0]	i would tell them.they already see something different.in fact they might know of others who had cancer and no hair .	0.11975365877151489	0.014320315793156624	0.013681424781680107
Insurance companies have a certain criteria they go by.	[0, 0, 0, 0, 0, 0]	insurance companies have a certain criteria they go by .	0.0798310860991478	0.01275276206433773	0.01418134942650795
"rapidrog,
I hate to see a question go unanswered, but I don't think any one of us is capable of sticking a timeline on you =) I know there are people who have been stage four for years and some who were given up on who turned around and proved their doctors wrong."	[0, 0, 0, 0, 0, 0]	rapidrog , i hate to see a question go unanswered , but i do n't think any one of us is capable of sticking a timeline on you =) i know there are people who have been stage four for years and some who were given up on who turned around and proved their doctors wrong .	0.042330335825681686	0.013673931360244751	0.014482807368040085
That's all I'm gonna say!	[0, 0, 0, 0, 0, 0]	that ' s all i ' m gonna say !	0.0340614952147007	0.014246332459151745	0.01470657717436552
Hi,Sorry to hear about your <PERSON>'s situation.	[0, 0, 0, 0, 1, 0]	hi , sorry to hear about your <person> ' s situation .	0.023051494732499123	0.014640056528151035	0.01693277806043625
It took about two and half weeks before I started losing my hair.	[0, 0, 0, 0, 0, 0]	it took about two and half weeks before i started losing my hair .	0.06876911967992783	0.015287263318896294	0.013675731606781483
The tumor had escaped the capsule, but the margins were negative.	[0, 0, 0, 0, 0, 0]	the tumor had escaped the capsule , but the margins were negative .	0.4657013714313507	0.13566148281097412	0.23718512058258057
I live my life like anybody else my age, well, the old rock and roller still lurks, energy levels good etc.	[0, 0, 0, 0, 0, 0]	i live my life like anybody else my age , well , the old rock and roller still lurks , energy levels good etc .	0.12139002233743668	0.013910651206970215	0.012543745338916779
You are going to need people to go with you to doc visits etc.	[0, 0, 0, 0, 0, 0]	you are going to need people to go with you to doc visits etc .	0.05237656086683273	0.012709197588264942	0.013033326715230942
There are going to be after effects from the biopsy the doctor will explain these.	[0, 0, 0, 0, 1, 0]	there are going to be after effects from the biopsy the doctor will explain these .	0.32042843103408813	0.01665402576327324	0.021082181483507156
"I don't think about that...I've never once asked""why me?""."	[0, 0, 0, 0, 0, 0]	"i do n't think about that ... i ' ve never once asked "" why me ? "" ."	0.04535781592130661	0.014440711587667465	0.012251859530806541
The dose of the daily Casodex can also be increased (from 50mg to 100mg) which has proven to be effective in lowering the PSA into remission levels.	[0, 0, 0, 0, 0, 0]	the dose of the daily casodex can also be increased ( from 50mg to 100mg ) which has proven to be effective in lowering the psa into remission levels .	0.8783199191093445	0.253474622964859	0.37243762612342834
He had previously had Stage IV throat cancer.	[0, 0, 0, 0, 0, 0]	he had previously had stage iv throat cancer .	0.341092050075531	0.02448037825524807	0.03182410076260567
And, it sounds like tamoxifen has the least side effects in comparison to the other hormone drugs that they give.	[0, 0, 0, 0, 0, 0]	and , it sounds like tamoxifen has the least side effects in comparison to the other hormone drugs that they give .	0.9005157947540283	0.08201914280653	0.1724034994840622
Kind of have to be here to do that.	[0, 0, 0, 0, 0, 0]	kind of have to be here to do that .	0.028711162507534027	0.015531716868281364	0.016436917707324028
She has been tested and approved for a clinical trial at Boston Mass General Hospital, the treatment is ALK inhibitor.	[0, 0, 0, 0, 1, 0]	she has been tested and approved for a clinical trial at boston mass general hospital , the treatment is alk inhibitor .	0.55019611120224	0.3211030960083008	0.6146247982978821
As for your sister-in-law  suggest that she read up on some statistics that 70% never have a recurrence.	[0, 0, 0, 0, 0, 0]	as for your sister-in-law suggest that she read up on some statistics that 70 % never have a recurrence .	0.12944956123828888	0.015056907199323177	0.01503528468310833
"Hi,
Here's a reprint of an article which may be helpful."	[0, 0, 0, 0, 0, 0]	hi , here ' s a reprint of an article which may be helpful .	0.017924856394529343	0.032157380133867264	0.07224451750516891
I had the VATs procedure for a lobectomy (lower left lobe) two months ago.	[0, 0, 0, 0, 0, 0]	i had the vats procedure for a lobectomy ( lower left lobe ) two months ago .	0.17398086190223694	0.06072283536195755	0.09166227281093597
He says she is dealing with a very aggressive cancer.	[0, 0, 0, 0, 1, 0]	he says she is dealing with a very aggressive cancer .	0.17895247042179108	0.015411170199513435	0.015777377411723137
I ended up having several spots on my mamograms two on the left and one on the right.	[0, 0, 0, 0, 0, 0]	i ended up having several spots on my mamograms two on the left and one on the right .	0.048797253519296646	0.01454122830182314	0.01878603920340538
I wish that herbs and supplements were proven to be the cure for cancer.	[0, 0, 0, 0, 0, 0]	i wish that herbs and supplements were proven to be the cure for cancer .	0.9036967158317566	0.23217877745628357	0.47605398297309875
His mother was diagnosed with stage 4 lung cancer about 6 weeks later.	[0, 0, 0, 0, 1, 0]	his mother was diagnosed with stage 4 lung cancer about 6 weeks later .	0.4892004728317261	0.06924652308225632	0.09498705714941025
Wonder why he couldn't afford a better mug shot...er picture for his book.	[0, 0, 0, 0, 0, 1]	wonder why he could n't afford a better mug shot ... er picture for his book .	0.02467886358499527	0.014377794228494167	0.016580237075686455
He offered AIs but I said no thanks.	[0, 0, 0, 0, 0, 0]	he offered ais but i said no thanks .	0.017323125153779984	0.015769952908158302	0.024374691769480705
My FIL panics to small things so the doctor decided that he talks to me first then tomorrow my FIL atleast there's someone else who can accompany him during the check up..	[0, 0, 0, 0, 0, 0]	my fil panics to small things so the doctor decided that he talks to me first then tomorrow my fil atleast there ' s someone else who can accompany him during the check up ..	0.023963317275047302	0.013864340260624886	0.016091063618659973
So, I never went back.	[0, 0, 0, 0, 0, 0]	so , i never went back .	0.028175853192806244	0.014689747244119644	0.015703929588198662
Molly, I couldn't relate to this until an hour ago.	[0, 0, 0, 0, 0, 0]	molly , i could n't relate to this until an hour ago .	0.021510032936930656	0.015898294746875763	0.020977487787604332
There is a 17 mm calcified nodule posterior aspect left lower lobe.	[0, 0, 0, 0, 0, 0]	there is a 17 mm calcified nodule posterior aspect left lower lobe .	0.5243745446205139	0.07558660954236984	0.11742284148931503
I was given a 5% chance of survival, inoperable.	[0, 0, 0, 0, 0, 0]	i was given a 5 % chance of survival , inoperable .	0.5174492001533508	0.044303618371486664	0.04946449026465416
Of course, I can't but it doesn't stop me from trying.	[0, 0, 0, 0, 0, 0]	of course , i can't but it does n't stop me from trying .	0.08253352344036102	0.013205611146986485	0.0118794497102499
"Hi <PERSON>,
I believe she's referring to PC-SPES with an ""S"" not a ""C""."	[0, 0, 0, 0, 0, 0]	"hi <person> , i believe she ' s referring to pc-spes with an "" s "" not a "" c "" ."	0.026738889515399933	0.013689285144209862	0.015925025567412376
The reasons I chose CK over PBT were because: 1) PBT was not covered by my insurance -- CA Blue Cross/Blue Shield; however, CK was covered -- I have a written policy statement for CA BC/BS that says so and it should also be covered by other BC/BS providers on the same basis; 2) PBT takes 2 months of daily treatments at a limited # of sites in the US which requires moving to and living near an available treatment site for the entire time period -- CK only requires 4-5 treatments either consecutively over a week or every other day over 2 weeks; and 3) PBT does not as precisely target the prostate as CK does and has a greater potential for collateral tissue damage and side effects than CK does, although reports for the 2 forms of treatment are very similar.4) No need to fight for PBT insurance coverage if you decide to go w/CK and your BC/BS carrier is willing to cover it, which is should based on CA BC/BS's policy statement, which I can provide to you if you need it.So, my recommendation is for you to investigate the availability of CK as a form of treatment in lieu of PBT.	[0, 0, 0, 0, 0, 0]	the reasons i chose ck over pbt were because : 1 ) pbt was not covered by my insurance - - ca blue cross / blue shield ; however , ck was covered - - i have a written policy statement for ca bc / bs that says so and it should also be covered by other bc / bs providers on the same basis ; 2 ) pbt takes 2 months of daily treatments at a limited # of sites in the us which requires moving to and living near an available treatment site for the entire time period - - ck only requires 4-5 treatments either consecutively over a week or every other day over 2 weeks ; and 3 ) pbt does not as precisely target the prostate as ck does and has a greater potential for collateral tissue damage and side effects than ck does , although reports for the 2 forms of treatment are very similar . 4 ) no need to fight for pbt insurance coverage if you decide to go w / ck and your bc / bs carrier is willing to cover it , which is should based on ca bc / bs ' s policy statement , which i can provide to you if you need it.so , my recommendation is for you to investigate the availability of ck as a form of treatment in lieu of pbt .	0.8467122912406921	0.16260217130184174	0.23419718444347382
In the meantime, god bless and please do not give up the fight.. Stay strong and enjoy the gift of life, love and family.	[0, 0, 0, 0, 0, 0]	in the meantime , god bless and please do not give up the fight .. stay strong and enjoy the gift of life , love and family .	0.0675387904047966	0.014701657928526402	0.012568013742566109
If you have any questions I can answer let me know.	[0, 0, 0, 0, 0, 0]	if you have any questions i can answer let me know .	0.024525243788957596	0.01626068539917469	0.017913157120347023
You must consider getting a 2nd opinion to back up your future decisions.	[0, 0, 0, 0, 0, 0]	you must consider getting a 2nd opinion to back up your future decisions .	0.03533381223678589	0.015159226953983307	0.017302745953202248
It is treated like small cell lung cancer.	[0, 0, 0, 0, 0, 0]	it is treated like small cell lung cancer .	0.9006000757217407	0.13239546120166779	0.20224213600158691
With all the problems you've had it will take some time for it to shake out and settle.	[0, 0, 0, 0, 0, 0]	with all the problems you ' ve had it will take some time for it to shake out and settle .	0.06385640054941177	0.01355357188731432	0.0124673368409276
Hospice around here prints out a booklet specifically on the events that happen near the end of life and how to make someone comfortable.	[0, 0, 0, 0, 0, 1]	hospice around here prints out a booklet specifically on the events that happen near the end of life and how to make someone comfortable .	0.03812544792890549	0.014060175977647305	0.017423298209905624
Also if you haven't seen an oncologist yet, you should probably do so.	[0, 0, 0, 0, 0, 0]	also if you have n't seen an oncologist yet , you should probably do so .	0.0398358516395092	0.015900928527116776	0.014972283504903316
My hubby hates the shots too.	[0, 0, 0, 0, 1, 0]	my hubby hates the shots too .	0.021968884393572807	0.01400761678814888	0.01847309246659279
My mom is 70 years old.	[0, 0, 0, 0, 0, 0]	my mom is 70 years old .	0.03432871773838997	0.01557355560362339	0.0176482405513525
I didn't work so I had mine at 10 am to leave the later and earlier appointments for people that needed them.	[0, 0, 0, 0, 0, 0]	i did n't work so i had mine at 10 am to leave the later and earlier appointments for people that needed them .	0.02533646672964096	0.014708836562931538	0.01705445908010006
Mets to the left humerous, skull and spine.	[0, 0, 0, 0, 0, 0]	mets to the left humerous , skull and spine .	0.23601607978343964	0.03560983017086983	0.045908570289611816
I have had 2 kinds of cancer and both times I felt tired and sick before diagnosis.	[0, 0, 0, 0, 0, 0]	i have had 2 kinds of cancer and both times i felt tired and sick before diagnosis .	0.534822940826416	0.02494552731513977	0.021341145038604736
Just be sure to relax for the first week, even if you feel great!	[0, 0, 0, 0, 0, 0]	just be sure to relax for the first week , even if you feel great !	0.025006983429193497	0.01624295487999916	0.01575000397861004
The Dr. told me you are enframed on the inside.	[0, 0, 0, 0, 0, 0]	the dr . told me you are enframed on the inside .	0.018742602318525314	0.014801962301135063	0.022425366565585136
I wish he would talk to me or read these posts, but he wont.	[0, 0, 0, 0, 1, 0]	i wish he would talk to me or read these posts , but he wont .	0.02318456955254078	0.014626160264015198	0.018120435997843742
I am wondering if there were tumors on other places than my lung, would they show up on the x-rays?	[0, 0, 0, 0, 1, 0]	i am wondering if there were tumors on other places than my lung , would they show up on the x-rays ?	0.40553075075149536	0.02445170283317566	0.03139529749751091
The pathology report came back with cancer in the left breast again.	[0, 0, 0, 0, 1, 0]	the pathology report came back with cancer in the left breast again .	0.3793877363204956	0.10455924272537231	0.1971350908279419
So sorry about your news.	[0, 0, 0, 0, 1, 0]	so sorry about your news .	0.018579106777906418	0.01567913219332695	0.0200266782194376
"Did you get a peek at the guy with the foot-long whatsis in 216?"""	[0, 0, 0, 0, 0, 0]	"did you get a peek at the guy with the foot-long whatsis in 216 ? """	0.02516101859509945	0.014409054070711136	0.01702680066227913
your test results must have really cheered you up.	[0, 0, 0, 0, 0, 0]	your test results must have really cheered you up .	0.050081945955753326	0.013605985790491104	0.013478378765285015
You have a good chance of surviving this and to get in touch with your spiritual side.	[0, 0, 0, 0, 0, 0]	you have a good chance of surviving this and to get in touch with your spiritual side .	0.09378824383020401	0.014120355248451233	0.013716202229261398
But that could be my age having just turned 50.	[0, 0, 0, 0, 0, 0]	but that could be my age having just turned 50 .	0.052814606577157974	0.014266349375247955	0.012965942732989788
Which has an affect and my left arm sometimes my right.	[0, 0, 0, 0, 0, 0]	which has an affect and my left arm sometimes my right .	0.2061951607465744	0.01387755386531353	0.012845614925026894
She completed her radiation last October and completed her chemo the middle of February.	[0, 0, 0, 0, 0, 0]	she completed her radiation last october and completed her chemo the middle of february .	0.019331762567162514	0.020759964361786842	0.03904632851481438
The cough is coming back, I'm having chest pain, and I was told there are 2 enlarged lympth nodes in my right lung.	[0, 0, 0, 0, 1, 0]	the cough is coming back , i ' m having chest pain , and i was told there are 2 enlarged lympth nodes in my right lung .	0.46753382682800293	0.021918920800089836	0.022123897448182106
My husband is now walking in hos sleep, doesnt know where he is, doesnt understand me, pees on the floor anywhere.	[0, 0, 0, 0, 1, 0]	my husband is now walking in hos sleep , doesnt know where he is , doesnt understand me , pees on the floor anywhere .	0.05372517183423042	0.013053633272647858	0.012295973487198353
Join inspire group too there are more story's on there for u.	[0, 0, 0, 0, 0, 0]	join inspire group too there are more story ' s on there for u .	0.016007231548428535	0.01635083183646202	0.02573571540415287
I am thinking about the many (!)	[0, 0, 0, 0, 0, 0]	i am thinking about the many ( ! )	0.03929220885038376	0.013990050181746483	0.016405556350946426
Yes, my dad is a fighter - all he wants is to live.	[0, 0, 0, 0, 0, 0]	yes , my dad is a fighter - all he wants is to live .	0.035948753356933594	0.013904490508139133	0.013813521713018417
I had breast cancer in 1989 And a double mastectomy, then breast cancer again in 2000.	[0, 0, 0, 0, 1, 0]	i had breast cancer in 1989 and a double mastectomy , then breast cancer again in 2000 .	0.3603343367576599	0.02964811399579048	0.043624505400657654
Is it common for those with lung cancer to contract pneumonia?	[0, 0, 0, 0, 1, 0]	is it common for those with lung cancer to contract pneumonia ?	0.9393793940544128	0.1352812945842743	0.14585277438163757
From what I have read, as from your analysis and studies, the MRI has limits in showing alot, but is good as showing odd shapes and sizes.	[0, 0, 0, 0, 1, 0]	from what i have read , as from your analysis and studies , the mri has limits in showing alot , but is good as showing odd shapes and sizes .	0.7936163544654846	0.20294350385665894	0.3453199565410614
Will,As you may have read, reports from the last year or two are showing that Zytiga, when given than originally designed for in the perscribing information, has been having dramatic effect for many men.	[0, 0, 0, 0, 0, 0]	will , as you may have read , reports from the last year or two are showing that zytiga , when given than originally designed for in the perscribing information , has been having dramatic effect for many men .	0.6731334328651428	0.3205358684062958	0.5321031212806702
This doctor wrote this in a letter to my GP no less than 4 times through out that letter.	[0, 0, 0, 0, 0, 0]	this doctor wrote this in a letter to my gp no less than 4 times through out that letter .	0.02329893782734871	0.015571646392345428	0.022895952686667442
I'm 43, on tamoxifen for 3 months, lower back pain.	[0, 0, 0, 0, 1, 0]	i ' m 43 , on tamoxifen for 3 months , lower back pain .	0.561211347579956	0.030362997204065323	0.029317427426576614
He did 5 weeks of radiation at a high dosage which further weakened him.	[0, 0, 0, 0, 1, 0]	he did 5 weeks of radiation at a high dosage which further weakened him .	0.6172541975975037	0.03479040041565895	0.052469685673713684
Mine has helped address problems the onco could not help.	[0, 0, 0, 0, 0, 0]	mine has helped address problems the onco could not help .	0.04160432890057564	0.012230787426233292	0.01679099164903164
I've had rad & Chemo and they still haven't ruled out sugery.	[0, 0, 0, 0, 1, 0]	i ' ve had rad & chemo and they still have n't ruled out sugery .	0.032504044473171234	0.013263735920190811	0.015363257378339767
Thank you so much for forwarding the link to this article.	[0, 0, 0, 0, 1, 0]	thank you so much for forwarding the link to this article .	0.030511481687426567	0.08690053969621658	0.1672447919845581
"Research News
5-Gene Signature Identifies Lethal Varieties of Prostate Cancer and May Better Direct Patients to Appropriate Levels of Treatmenthttp://www.pcf.org/site/c.leJRIROrEpH/b.7707265/k.1403/5Gene_Signature_Identifies_Lethal_Varieties_of_Prostate_Cancer_and_May_Better_Direct_Patients_to_Appropriate_Levels_of_Treatment.htm?msource=sep11np&auid=9580092"	[0, 0, 0, 0, 0, 0]	research news 5 - gene signature identifies lethal varieties of prostate cancer and may better direct patients to appropriate levels of treatmenthttp :/ / www.pcf.org/site/c.lejriroreph/b.7707265/k.1403/5gene_signature_identifies_lethal_varieties_of_prostate_cancer_and_may_better_direct_patients_to_appropriate_levels_of_treatment.htm?msource=sep11np&auid=9580092	0.8598157167434692	0.9352278113365173	0.9489408731460571
"I also chose Arimidex over the ""gold standard"" <PERSON> because I liked the significant difference in recurrance rates and in overall survival statistics."	[0, 0, 0, 0, 0, 0]	"i also chose arimidex over the "" gold standard "" <person> because i liked the significant difference in recurrance rates and in overall survival statistics ."	0.5646048188209534	0.08659502863883972	0.12727725505828857
Hope <PERSON> is recovering and feeling less pain.Hang in there and keep up the fight.	[0, 0, 0, 0, 0, 0]	hope <person> is recovering and feeling less pain.hang in there and keep up the fight .	0.7165741324424744	0.03019864298403263	0.027142614126205444
Your hubby is just one of the good guys.	[0, 0, 0, 0, 0, 0]	your hubby is just one of the good guys .	0.0198379997164011	0.015509012155234814	0.02389168180525303
My e-mail address is:  debber216@yahoo.com  so you feel free to e-mail me also.	[0, 0, 0, 0, 0, 0]	my e-mail address is : debber216@yahoo.com so you feel free to e-mail me also .	0.01870943233370781	0.018909085541963577	0.02876538597047329
Then got mouth sores and really dry mouth.	[0, 0, 0, 0, 1, 0]	then got mouth sores and really dry mouth .	0.518607497215271	0.022777212783694267	0.019526639953255653
Your mom is very fortunate to have such a wonderful daughter to stand by her.	[0, 0, 0, 0, 0, 0]	your mom is very fortunate to have such a wonderful daughter to stand by her .	0.02096182107925415	0.015141895040869713	0.021340515464544296
I go in 1 hour for first treatment.	[0, 0, 0, 0, 0, 0]	i go in 1 hour for first treatment .	0.05767403915524483	0.01659058779478073	0.015828261151909828
There are many possibilities that need to be addressed.	[0, 0, 0, 0, 0, 0]	there are many possibilities that need to be addressed .	0.20223617553710938	0.030585160478949547	0.06424073874950409
 <PERSON>, I was started on Femara in January of 2011 untill I was switched over(can't remember when I switched)to the generic form,Letrozole.	[0, 0, 0, 0, 0, 0]	<person> , i was started on femara in january of 2011 untill i was switched over ( can't remember when i switched ) to the generic form , letrozole .	0.017512928694486618	0.01825672760605812	0.02367749810218811
Your eyelashes do grow back quickly and usually very fast.	[0, 0, 0, 0, 0, 0]	your eyelashes do grow back quickly and usually very fast .	0.6442057490348816	0.025889230892062187	0.02211182191967964
If you are positive for the breast cancer gene--your chances of having ovarian cancer go up drastically--I don't remember the numbers, but it's something like a norm of 4% up to 48%.	[0, 0, 0, 0, 0, 0]	if you are positive for the breast cancer gene--your chances of having ovarian cancer go up drastically--i do n't remember the numbers , but it ' s something like a norm of 4 % up to 48 % .	0.9120425581932068	0.08115839958190918	0.11665569245815277
Bottom line the CyberKnife delives a high dose per session that increase the cure rate, reduces the dose to surrounding good tissue which reduces the side effects.	[0, 0, 0, 0, 0, 0]	bottom line the cyberknife delives a high dose per session that increase the cure rate , reduces the dose to surrounding good tissue which reduces the side effects .	0.8692556023597717	0.09888982772827148	0.18246400356292725
Very little pain as they deadened the area that the tube was going to run thru.	[0, 0, 0, 0, 0, 1]	very little pain as they deadened the area that the tube was going to run thru .	0.1246132031083107	0.01399780623614788	0.014032961800694466
:) How is your husband doing with treament?	[0, 0, 0, 0, 0, 0]	:) how is your husband doing with treament ?	0.041362058371305466	0.01420188881456852	0.013179420493543148
At first I couldn't think of anything else, it totally consumed me.	[0, 0, 0, 0, 1, 0]	at first i could n't think of anything else , it totally consumed me .	0.1129663735628128	0.014377753250300884	0.012924851849675179
The problem w/BT (high or low) is that it requires the manual placement of the seeds that, depsite the best placement plan, can be improperly position and or move, which can cause collateral tissue damage and ineffective treatment.	[0, 0, 0, 0, 0, 0]	the problem w / bt ( high or low ) is that it requires the manual placement of the seeds that , depsite the best placement plan , can be improperly position and or move , which can cause collateral tissue damage and ineffective treatment .	0.8982605338096619	0.14942477643489838	0.21576854586601257
My grandaughter is 16 and she is having a hard time dealing with my husband, her grandfather having lung cancer.	[0, 0, 0, 0, 1, 0]	my grandaughter is 16 and she is having a hard time dealing with my husband , her grandfather having lung cancer .	0.05833463370800018	0.013683213852345943	0.013178643770515919
I hope you are feeling better very soon.	[0, 0, 0, 0, 0, 0]	i hope you are feeling better very soon .	0.09935104101896286	0.015585607849061489	0.011547972448170185
I am praying for you and husband and hope this is some help or inspiration to fight to the end.	[0, 0, 0, 0, 0, 0]	i am praying for you and husband and hope this is some help or inspiration to fight to the end .	0.03646817430853844	0.013641787692904472	0.016376320272684097
I'm out of options and I need a clinical trial.	[0, 0, 0, 0, 0, 0]	i ' m out of options and i need a clinical trial .	0.10870658606290817	0.01787278614938259	0.01787598431110382
He squeezed my hand and i knew he had heard me and he passed while holding my hand.	[0, 0, 0, 0, 0, 0]	he squeezed my hand and i knew he had heard me and he passed while holding my hand .	0.05512057617306709	0.01328316517174244	0.01393854059278965
There are no rewinds in life for sure and our goal is to learn at leats one thing a day.	[0, 0, 0, 0, 0, 0]	there are no rewinds in life for sure and our goal is to learn at leats one thing a day .	0.04422159120440483	0.015982210636138916	0.025442443788051605
My mum has recently been diagnosed with the above and I am desperate for positive news on survivors.	[0, 0, 0, 1, 1, 0]	my mum has recently been diagnosed with the above and i am desperate for positive news on survivors .	0.11147182434797287	0.02014782838523388	0.018706930801272392
So I feel the study should still pick up the tab.	[0, 0, 0, 0, 0, 0]	so i feel the study should still pick up the tab .	0.1106826514005661	0.028950931504368782	0.040834151208400726
"Recurrence is declared at levels of 0.2 which could well be represented as the results you received from your doctor.http://caprofile.net/3PSA.html
http://www.ncbi.nlm.nih.gov/pubmed/12597949The best to you."	[0, 0, 0, 0, 0, 0]	recurrence is declared at levels of 0.2 which could well be represented as the results you received from your doctor.http :/ / caprofile.net/3psa.html http://www.ncbi.nlm.nih.gov/pubmed/12597949the best to you .	0.33138447999954224	0.9001245498657227	0.9436940550804138
We haven't heard from you in a few days Angel.	[0, 0, 0, 0, 0, 0]	we have n't heard from you in a few days angel .	0.0206333938986063	0.015064419247210026	0.020023414865136147
My docs said no reconstruction for at least a year, so right now I'm not even thinking about what might be possible then.	[0, 0, 0, 0, 0, 0]	my docs said no reconstruction for at least a year , so right now i ' m not even thinking about what might be possible then .	0.02678472176194191	0.013973149470984936	0.017056889832019806
I am having 6 weekly treatments of <PERSON>, with Herceptin every three week from now until September.	[0, 0, 0, 0, 0, 0]	i am having 6 weekly treatments of <person> , with herceptin every three week from now until september .	0.05211058259010315	0.016134317964315414	0.0205098744481802
My wife, 68, was recently diagnosed with Stage IV lung cancer with K-RAS mutation.	[0, 0, 0, 0, 1, 0]	my wife , 68 , was recently diagnosed with stage iv lung cancer with k-ras mutation .	0.4878392815589905	0.08923898637294769	0.15067677199840546
Even if it doubles to 4 mm it will not cause problems to your breathing and you want the doctor to be pretty certain that it absolutely must be removed before lung surgery is considered.	[0, 0, 0, 0, 0, 0]	even if it doubles to 4 mm it will not cause problems to your breathing and you want the doctor to be pretty certain that it absolutely must be removed before lung surgery is considered .	0.8365666270256042	0.04344043880701065	0.05365727096796036
Bumping up so all you Texans don't miss this opportunity.	[0, 0, 0, 0, 0, 0]	bumping up so all you texans do n't miss this opportunity .	0.018783334642648697	0.015566261485219002	0.018955375999212265
going on 24 months now.	[0, 0, 0, 0, 0, 0]	going on 24 months now .	0.017357004806399345	0.017776843160390854	0.022915197536349297
He became totally incapacitated and very sick very quickly.	[0, 0, 0, 0, 1, 0]	he became totally incapacitated and very sick very quickly .	0.44618213176727295	0.02561011351644993	0.019213298335671425
