	text	emotions
7049	I am just trying to gather as much info as possible so that in this whirlwind I have the right questions ready to ask.	[1, 0, 0, 0, 0, 0]
7050	"Cheryl
How was sleeping after surgery for u?"	[1, 0, 0, 0, 0, 0]
7051	The mass fills most of his left lung with *clusters* of spots below it.	[1, 0, 0, 0, 0, 1]
7052	I am glad I did it and know I have done what i could.	[1, 0, 1, 0, 0, 0]
7053	Are there any other chemo drugs we should try?	[1, 0, 0, 0, 0, 0]
7054	I am almost 32 years old and was diagnosed in October 2009.	[1, 0, 0, 0, 0, 0]
7055	bpearson, I read your comments and it gave me hope to avoid a terrible operation.	[1, 1, 0, 0, 0, 0]
7056	He did tell us that the test costs about $800 and that most insurance companies won't pay for it.	[1, 0, 0, 0, 0, 0]
7057	I have 24 hours before my VATS surgery to remove lower right lobe along with tumor (malignant) 2.2 cm and lymph nodes even though they were clean.	[1, 0, 0, 0, 0, 0]
7058	she is taking 8 hour dose of Cisplatin 1/week every 4 weeks, and <PERSON> weekly (1/2 hour) for 3.5 months.	[1, 0, 0, 0, 0, 0]
7059	She never complained even through some terrible side effects.. She always looked ahead.	[1, 0, 0, 0, 0, 0]
7060	I remember thinking when I started chemo that I would lose weight.	[1, 0, 0, 0, 1, 0]
7061	After treatment (any form), the continuous evaluation of your husbands’ case will always use the PSA as a marker of success, even with G-grades of 4 and 5, because the cancer found is <PERSON>.	[1, 0, 0, 0, 0, 0]
7062	For right now keep taking the meds for the brain and try not to worry about anything else until they know for sure.	[1, 0, 0, 0, 0, 0]
7063	"hi
 my father is 69 now.he has no medical problem but hypertention wich is controlled.but at time of diagnosis, cancer was already spread to bone.so the only treatment that we could choose was anti androgen therapy.We had an apointment with urologist yesterday.He said sometime flairng phenomena happen during hormontherapy.so he discontinued lupron for 3 mounth.I prefer to consult with an other urologist.really thank you for the informations.I do not live in USA so any information you give me is really valuable.and will you please tell me about the price of casodex 150mg in USA?"	[1, 0, 0, 0, 0, 0]
7064	The side effects with Halaven have been difficult too.	[1, 0, 0, 0, 0, 0]
7065	Sunday got worse, her fingers were starting to become a light blue and her ability to reconginze people was gone.	[1, 0, 0, 0, 1, 0]
7066	My situation is frustrating since I was initially diagnosed as weakly ER positive with 15-20%.	[1, 0, 0, 0, 0, 0]
7067	It attacked every area where my arthritis hurt really bad.	[1, 0, 0, 0, 0, 0]
7068	Part of my lung was removed along with several suspicious lymph nodes.	[1, 0, 0, 0, 0, 0]
7069	"3 months out of my reconstructive surgery and one of mine ""settled"" while the other didn't."	[1, 0, 0, 0, 0, 0]
7070	Although, in the back of my mind I worry about my daugther.	[1, 0, 0, 0, 0, 0]
7071	I know it is a follow up but I get so nervous and sick to my stomach.	[1, 0, 0, 0, 0, 0]
7072	I am so scared that maybe my onc is wrong.	[1, 0, 0, 0, 0, 0]
7073	It should be noted the nurse was a female... (insert rolling eyes here)I just don't know how he can continue without a catheter.	[1, 0, 0, 0, 0, 0]
7074	Two weeks ago my blood counts dropped and we have to stop treatment.	[1, 0, 0, 0, 0, 0]
7075	I am the kind of <PERSON> who wants to know what might lay ahead of me!	[1, 0, 0, 0, 0, 1]
7076	My Sister was diagnosed at age 40, died age 46 in 2003.	[1, 0, 0, 0, 0, 0]
7077	I'm trying very hard to convince myself that this is just another scare and I will be fine.	[1, 0, 0, 0, 0, 0]
7078	I had chemotherapy, a mastectomy (left side) and radiation.	[1, 0, 0, 0, 0, 0]
7079	Thoughts and prayers are with you for finding the best resources for your situation.	[1, 0, 0, 0, 0, 1]
7080	Im scared but trying to stay strong and positive.	[1, 0, 1, 0, 0, 0]
7081	Heaven help us if and when I go on chemo!	[1, 0, 1, 0, 0, 0]
7082	My sister was diagnosed w/ stage 4 nsclc w/ 2 small lesions in brain.	[1, 0, 0, 0, 0, 1]
7083	My eyebrows and eyelashes are still dropping off.	[1, 0, 0, 0, 0, 0]
7084	She has been receiving radiation for about a month now.	[1, 0, 0, 0, 0, 0]
7085	My understanding is that they will try new treatments until it becomes a question of quality of life vs. treatment.	[1, 0, 0, 0, 0, 0]
7086	The doctors never told her or spoke with her about life expectancy or that Her life wll probably end because of this disease.	[1, 0, 0, 0, 0, 0]
7087	Last shot has been delayed 30 days due to other complications.	[1, 0, 0, 0, 0, 0]
7088	Lung cancer treatment is indeed very necessary for your mother-in-law.	[1, 0, 0, 0, 0, 0]
7089	My dr. thought mine was under control and took me off carbo after 6 treatments.	[1, 0, 0, 0, 0, 0]
7090	There is still activity at the original site and there is something new IN the right lung ... we go back the 30th to see what they want to do next.	[1, 0, 0, 0, 0, 0]
7091	I am a 2-time breast cancer survivor and have been on Tamoxifen 5 yrs.	[1, 0, 0, 0, 0, 0]
7092	Hey, woman - I'm totally WITH you on the tanning thing!	[1, 0, 0, 0, 0, 0]
7093	He can be 24 and have cancer, any age can get this horrible disease.	[1, 0, 0, 0, 0, 0]
7094	I have the purple power port was scared to get it but so so glad I did.	[1, 0, 1, 0, 0, 0]
7095	left knee, hips and mid and lower back.	[1, 0, 0, 0, 0, 0]
7096	I am worried that there is pressure somewhere on his brain.	[1, 0, 0, 0, 0, 0]
7097	I had left masectomy in 94 at age 38.	[1, 0, 0, 0, 0, 0]
7098	Omg, this is awful and so very sad.	[1, 0, 0, 0, 1, 0]
7099	Nothing was found in the abdomen except that it showed i had several cysts inside my left kidney.	[1, 0, 0, 0, 0, 0]
7100	I know that I beat it the first time, I just don't want to have to go through all of it again :(  I will write down all the pointers you suggested and take them with me to the oncologist next thursday.	[1, 0, 0, 0, 1, 0]
7101	sometimes my leg esp the left one gives out,or the knee does.	[1, 0, 0, 0, 0, 0]
7102	I have a very positive attitude-however now that the month has passed I am really realizing how major the surgery is and I want lots of feedback on the lumpectomy/radiation route vs DIEP and removal or reduction of right breast as well.	[1, 0, 0, 0, 0, 0]
7103	I had an upper right lobectomey at age 67.	[1, 0, 0, 0, 0, 0]
7104	BUT my bone density scan showed -2.7T, true, raging osteoporosis.	[1, 0, 0, 0, 0, 0]
7105	While there, the urologist called and I have yet another infection!!	[1, 0, 0, 0, 0, 0]
7106	The biopsy has left my breast sore especially the nipple area.	[1, 0, 0, 0, 1, 0]
7107	What are some items that any of you found useful post surgery to help yourself?	[1, 1, 0, 0, 0, 0]
7108	It will show if she has any active cancer .	[1, 0, 0, 0, 0, 0]
7109	sometimes they take over and you have a bad day.	[1, 0, 0, 0, 1, 0]
7110	I know I am rambling,<PERSON> sorry, I m scared of losing my mom.	[1, 0, 0, 0, 1, 0]
7111	I feel helpless to help my mom.Thanks for your reply.	[1, 0, 0, 0, 0, 0]
7112	When in fact, I needed to express all the feelings that were going on inside me, and boy did I have alot of different emotions going on at once.	[1, 0, 0, 0, 0, 1]
7113	For a tumor in my lung, my doctor suggested we watch and wait, with no radiation.	[1, 0, 0, 0, 0, 0]
7114	I hope she is right,  and my gut feelings are that she is, but only time will tell.	[1, 0, 0, 0, 1, 0]
7115	Gonna b honest w/, when the doc gave me the diagnosis I was ready for the answer, I already knew  in my heart that I was destined to this invasion.. but I'm not gonna let it define me...   By the way, how r u doing?	[1, 0, 0, 0, 0, 1]
7116	All is coming back now but I started losing eyebrows and eyelashes again.	[1, 0, 0, 0, 0, 0]
7117	He was breathing funny(kind of roughly like a rattle) and not responding to me that night.	[1, 0, 0, 0, 0, 0]
7118	I am just losing my hair now after my second chemo treatment.	[1, 0, 0, 0, 0, 0]
7119	However after they performed the biopsy it was diagnosed as a carcinoma.	[1, 0, 0, 0, 0, 0]
7120	The next few days were just aches and flu like symptoms and a wierd restless leg type of thing one night.	[1, 0, 0, 0, 1, 0]
7121	Today, Monday Dec 10, I got the results from last week's lung biopsy.	[1, 0, 0, 0, 0, 0]
7122	I am having arm swelling on the left side.	[1, 0, 0, 0, 0, 0]
7123	I would never wish CA upon you or anyone else.	[1, 0, 0, 0, 0, 0]
7124	I didn't have <PERSON>, so I don't know if that makes any difference, but my mammogram wasn't any more uncomfortable than it was before my diagnosis -- I wouldn't even say it was painful, just uncomfortable.As VickiSam suggests, you might call the mammography center -- since they deal with this all day, and may be able to give you some input -- maybe ask if they suggest you take some Advil or Tylenol beforehand?	[1, 0, 0, 0, 0, 0]
7125	Don't know if I'll need chemo or radiation or how much of any, but I'm ready to do whatever I need to.	[1, 0, 0, 0, 0, 0]
7126	Hi my name is <PERSON>, i have stage 1b nsclc.	[1, 0, 0, 0, 0, 0]
7127	What type of lung cancer were you diagnosed with?	[1, 0, 0, 0, 0, 0]
7128	I was just diagnosed w/ lung cancer but don't know stage yet.	[1, 0, 0, 0, 0, 0]
7129	To represent <PERSON> Cancer?Also, if anyone has experience on organizing such a thing, I'd love if you could PM or email me.	[1, 0, 0, 0, 0, 0]
7130	Just received news of small cell lung cancer.	[1, 0, 0, 0, 0, 0]
7131	I was diagnosed with Stage IV Lung Cancer and have pleural effusion too.	[1, 0, 0, 0, 1, 0]
7132	noted thidk mucus dark with blood scared me but i have spoken to others and they had it too from the radiatioj had my doctor order me anti biotics but the mucus is thick and hard to spit up at times just hand in there	[1, 0, 0, 0, 0, 0]
7133	"Hello,
 My Dad is facing decions about further treatment."	[1, 0, 0, 0, 0, 0]
7134	Radiation and tamoxifen will be all she needs.	[1, 0, 0, 0, 0, 0]
7135	Well, we went to see the oncologist yesterday and was able to spend 2 hours with him asking questions.	[1, 0, 0, 0, 0, 0]
7136	Waiting sucks, but I have learned it's all part of this game.	[1, 0, 0, 0, 0, 0]
7137	Well, I wouldn't rule out a bad back, and I don't mean cancer.	[1, 0, 0, 0, 0, 0]
7138	(3/10/10) When I was first diagnosed, I didn't know what to think or how I should feel.	[1, 0, 0, 0, 1, 0]
7139	They said he is in stage 4 of his cancer.	[1, 0, 0, 0, 1, 0]
7140	I am still paddling along, had a scare at my annual check up;	[1, 0, 0, 0, 0, 0]
7141	Nothing for the left lung at this time as they are most concerned with the right lung.	[1, 0, 0, 0, 0, 0]
7142	How long will my husband be receiving chemo.	[1, 0, 0, 0, 0, 0]
7143	I have had pulmonary hypertension for 4 years, as well as a scar on my lung from Valley Fever about 6 years ago.	[1, 0, 0, 0, 0, 0]
7144	He is receiving 2nd series of chemo this week.	[1, 0, 0, 0, 0, 0]
7145	Could anyone out there tell me about this and any good stories.	[1, 0, 0, 0, 0, 0]
7146	They did say that they are not even sure they are cancer, but vaguely lit up.	[1, 0, 0, 0, 0, 0]
7147	did she have lymph nodes removed?	[1, 0, 0, 0, 0, 0]
7148	My pleural effusion was drained as an out patient procedure.	[1, 0, 0, 0, 0, 0]
7149	I am so sad to hear your news.	[1, 0, 0, 0, 1, 0]
7150	I'm still wondering if I have permenant throat damage.	[1, 0, 0, 0, 0, 0]
7151	My mom was offered radiation to the brain only!	[1, 0, 0, 0, 0, 0]
7152	The only other thing I can think of to suggest is to get a 2nd opinion.	[1, 0, 0, 0, 0, 0]
7153	He too has a frequent cough but I am giving him cough syrup with codeine and albuterol via a nebulizer.	[1, 0, 0, 0, 0, 0]
7154	the worst, how will my kids cope?	[1, 0, 0, 0, 1, 0]
7155	The comment xxxx cancer now bugger off is so her.	[1, 1, 1, 0, 0, 0]
7156	Had low grade fever through out it all but still have it.	[1, 0, 0, 0, 0, 0]
7157	Right now all I know is it's in the left upper quadrant of the left lung and also in the 3 nearest lymph nodes.	[1, 0, 0, 0, 0, 0]
7158	VATS is becoming a routine surgery at many large hospitals and the recovery is much quicker.	[1, 0, 0, 0, 0, 0]
7159	Make a best guess as to whether it is still contained within the prostate.2.	[1, 0, 1, 0, 0, 0]
7160	My dad was diagnosed with stage IIIB lung cancer last may, had surgery two weeks later where they removed 2/3 of his right lung and endured seven weeks of chemo and 35 days of radiation.	[1, 0, 0, 0, 1, 0]
7161	I know this treatment is going to be hard but what scares me is Im afaird they will forget about my emphysema.	[1, 0, 0, 0, 0, 0]
7162	And he hates us nagging him, I dont want to make him more mad so I dont ask.	[1, 0, 0, 0, 0, 1]
7163	"The final diagnosis is ""Right Upper Lobe Wedge resection #1 adenocarcinoma with bronchoaleolar features with 2 lesions."	[1, 0, 0, 0, 0, 0]
7164	i have stage 4 and chemo options only.	[1, 0, 0, 0, 1, 0]
7165	She has been advised to start having mammograms at age 30.	[1, 0, 0, 0, 0, 0]
7166	My arms were getting wire-like black hairs on them.	[1, 0, 0, 0, 0, 0]
7167	Nowadays there are many drugs available to treat PCa, which have shown to be very effective in knocking down the cancer.The first thing to do is to get proper diagnosis on all the symptoms he is experiencing to make it sure that the prostate cancer is the cause for all the suffering.	[1, 0, 0, 0, 0, 0]
7168	This Cancer is very aggressive and I just feel that no one is being honest with us as far as his Doctors only his PA has reached out to us.	[1, 0, 0, 0, 0, 1]
7169	So it's better for Mom to continue with whole-body chemo rather than limited area radiation for an asymptomatic area.This all makes sense, but is still scary.	[1, 0, 0, 0, 0, 0]
7170	My father is 71 and has been diagnosed with Small Cell Lung Cancer.	[1, 0, 0, 0, 1, 0]
7171	Tell them you are worried that you will flip out and that you want them to help you handle it.	[1, 0, 0, 0, 0, 0]
7172	I know it is short-term but sometimes I get really frustrated with the side effects.	[1, 1, 0, 0, 1, 0]
7173	I was diagnosed with early stage 2a invasive ductal cancer.	[1, 1, 0, 0, 0, 0]
7174	Be careful what you do so you will not harm yourself after such a big surgery.	[1, 0, 0, 0, 0, 0]
7175	Boy this awful disease changes everything about you doesn't it?	[1, 0, 0, 0, 0, 0]
7176	Why was I made an involuntary lorazepam addict during my TNIBC treatment?	[1, 0, 0, 0, 0, 0]
7177	What do I do with that information and with my chance for 5 year survival numbers?	[1, 0, 0, 0, 0, 0]
7178	I had family, friends, doctors and medical staff who were terrific - but I still felt so lost .	[1, 0, 0, 0, 0, 0]
7179	I'm pretty sure it's because the doctors removed the majority of the cancer along with your lobe :)	[1, 0, 0, 0, 0, 1]
7180	I know it sounds like alot of chemo and treatments but this is what is keeping me alive along with my faith in GOD that he will let me raise my kids who are 14 and 8.	[1, 0, 0, 0, 0, 0]
7181	"Hi, My mom is treated first with chemo, then radiation , after chemo, she seems OK, without serious side effect, but when doing radiation, she
coughs more, doctor said its normal, and is one of the side effects, is that true?"	[1, 0, 0, 0, 0, 0]
7182	I guess they might try to get at mine thru the mouth.	[1, 0, 0, 0, 0, 0]
7183	Mom and <PERSON> were back at the hospital this morning.	[1, 0, 0, 0, 0, 0]
7184	Later I found out that not responding to antibiotics is sometimes a sign of cancer.	[1, 0, 0, 0, 0, 0]
7185	(  I regret having this done as it has left me with long term side effects.)	[1, 0, 0, 0, 0, 0]
7186	I sent an email to Dr. this afternoon expressing concern for her extreme fatigue.	[1, 0, 0, 0, 0, 0]
7187	Explain your fears and if nothing else at least request your onc to call you back and discuss your symptoms.	[1, 0, 0, 0, 0, 0]
7188	Its just the fear of giving yourself the shot.	[1, 0, 0, 0, 0, 0]
7189	All of his right lymph nodes that were cancer have been resolved.	[1, 0, 0, 0, 0, 0]
7190	Is anyone else afraid of getting their first mamogram after finishing treatment?	[1, 0, 0, 0, 0, 0]
7191	My doctors, including the one at <PERSON> have called this skin involvement as metastatic breast cancer and it is staged at IV.	[1, 0, 0, 0, 0, 0]
7192	We all have felt, angry, scared, fearful, determined, depressed,hopeful, stressed, see just by listing the feelings, they go up and down.	[1, 0, 0, 0, 0, 1]
7193	I don't know if this is scar tissue or something that shouldn't be there.	[1, 0, 0, 0, 0, 0]
7194	Was mainly tired , flu like symptoms for about 3-5 days.	[1, 0, 0, 0, 1, 0]
7195	All they know is that people die from this disease.	[1, 0, 0, 0, 1, 0]
7196	I just felt it with my tongue and, when I looked at it, it looked like a regular mouth ulcer.	[1, 0, 0, 0, 0, 0]
7197	It has been 6 years 5 months since first dx.	[1, 0, 0, 0, 0, 0]
7198	My dad just woke up one day and couldn't move.	[1, 0, 0, 0, 1, 0]
7199	I guess I am amongst the 3% that can't deal with it.	[1, 0, 0, 0, 0, 0]
7200	I keep having dreams about my dad who died from cancer 4 years ago,  also in my dreams it's always in a house where he lived years ago and don't know why but my old bedroom keeps coming into the dream but it's full of spirits,  may sound far fetched but has anyone had any dreams like this?	[1, 0, 0, 0, 1, 0]
7201	It's a hard regimen, but know that the worse you feel the worse the regimen is hitting the BEAST.	[1, 0, 0, 0, 0, 0]
7202	When I was informed that I had Prostate cancer for the first my mind went blank.	[1, 0, 0, 0, 1, 0]
7203	I am so very sorry to hear that.	[1, 0, 0, 0, 1, 0]
7204	I am 45 yrs old and 4 yrs ago I had both chemo and radiation for stage 3b lung cancer.	[1, 0, 0, 0, 1, 0]
7205	I HAD breast cancer.They say how sorry they are.I then say it was a non invasive DCIS and the tumor was very small.	[1, 0, 0, 0, 1, 0]
7206	She had a 10 centimeter tumor in her left lung.	[1, 0, 0, 0, 0, 0]
7207	"I've been doing good at keeping my mind busy and thinking positive and hopefully will be able to keep it this way til I get my results.Yes, the waiting game is one game that I'm not real good at but we all have to go through it.Stay well,
<PERSON>"	[1, 0, 0, 0, 0, 0]
7208	"Apparently, one of her lungs looked like ""fireworks"" going off."	[1, 0, 0, 1, 0, 0]
7209	I am now thinking of the surgery and coming out of it, inasmcu as this is a very serious procedure.	[1, 0, 0, 0, 0, 0]
7210	Everything smelled terrible and I also had aggressive radiation to my lungs and throat.	[1, 0, 0, 0, 0, 0]
7211	I get a long fine with no swelling of my arm but, if I sit just right or sleep and put preasure on the back shoulder I get numbness and tight feeling in my arms and hands.I try every day to stay positive and give thanks for how lucly I'am so far but,that little voice in my head sometimes need's to be told this is all normal.	[1, 0, 0, 0, 1, 0]
7212	I was dx in June 2010 with same condition and exact treatment it looks like.	[1, 0, 0, 0, 0, 0]
7213	After my radiation, I could not walk a block - felt like I had walked for 10 miles.	[1, 0, 0, 0, 1, 0]
7214	I dont want any doctor telling me no.	[1, 0, 0, 0, 0, 0]
7215	The recent PET shows a new mass in the L.lung.	[1, 0, 0, 0, 1, 0]
7216	Anyone hear of this as part of an alternative treatment?	[1, 0, 0, 0, 0, 0]
7217	I looked and looked again...IT WAS MY NEIGHBOR on the ground!	[1, 0, 0, 1, 0, 0]
7218	1) Should I expect PSA to continue to <PERSON>) What is the praobility that it won't continue to increase?Thanks,Very Shook!	[1, 0, 0, 0, 0, 0]
7219	I got a rash and it turns out that means the stuff is working.	[1, 0, 0, 1, 0, 0]
7220	If your retirement is anything like mine, They may pay you a lump sum for the rest of your accumulated sick and vacation days.	[1, 0, 0, 0, 0, 0]
7221	We all know how scary this is, because we have all been there.	[1, 0, 0, 0, 0, 0]
7222	after my first Taxol cocktail my 'nutritional' blood levels are messed up some low, potasium high.	[1, 0, 0, 0, 0, 0]
7223	My doctors would opt to do everything possible to eradicate it.	[1, 0, 0, 0, 0, 0]
7224	I do some work at hospis here in town.Death is a normal part of living.	[1, 0, 0, 0, 1, 0]
7225	"""How long will he be on this maintenance therapy?"""	[1, 0, 0, 0, 0, 0]
7226	"hi I also have limited  <PERSON> I had chemo and radiation at the same time  I also had brain radiation  for precaution  in may till September  my pet scan in September showed no sign of cancer  tomorrow I get a another pet scan
i wish you good luck"	[1, 0, 0, 0, 0, 0]
7227	Three nodes that were removed with the surgery were found to be malignant.	[1, 0, 0, 0, 0, 1]
7228	Has anyone had or have this problem.	[1, 0, 0, 0, 0, 0]
7229	I'm on <PERSON> as well, the side effects are not as good to me, but manageable.	[1, 0, 0, 0, 0, 0]
7230	I thought I was going crazy - The worst part is he died in my arms.	[1, 0, 0, 0, 0, 0]
7231	You must feel overwhelmed and shocked right now.	[1, 0, 0, 0, 0, 0]
7232	I am a little nervous for him and hope he can handle it.	[1, 0, 0, 0, 0, 0]
7233	Today he started showing signs of confusion again.	[1, 0, 0, 0, 0, 0]
7234	I guess they are going to leave that up to me is my guess.	[1, 0, 0, 0, 0, 0]
7235	Let's all get on the pink bus for <PERSON> Monday please as a new lump was found and she sees her doctor tomorrow.	[1, 0, 0, 0, 0, 0]
7236	Any advice one could give.	[1, 0, 0, 0, 0, 0]
7237	Hi, four weeks ago I had a lower left lobectomy.	[1, 0, 0, 0, 0, 0]
7238	I really didn't want to deal with prostheses but that may be the way to go.	[1, 0, 0, 0, 0, 0]
7239	One side is always more sore than the other side, even though it's been 2 years.	[1, 0, 0, 0, 0, 0]
7240	I threw the MRI suggestion out to one doctor already this year, and I was told the false + rate is too high.	[1, 0, 0, 0, 0, 0]
7241	doc scoped the urethra to confirm the cause of a smaller urine stream and back to surgery I went.	[1, 0, 0, 0, 0, 0]
7242	Thus I decided on RP surgery.	[1, 0, 0, 0, 0, 0]
7243	You are one very tough lady and that is why you are still around.	[1, 0, 0, 0, 0, 0]
7244	33 of them.I have an appointment for mamo and ultra sound on Monday how mush pain should I expect after surgery, chemo, and rads I am a size dd.	[1, 0, 0, 0, 1, 0]
7245	I had terrible mouth sores to the point where they were actually open sores.	[1, 0, 0, 0, 0, 0]
7246	The reason, I elected surgery over the implants was, I wanted to get totally rid of the infected organ and eliminate the cancer.	[1, 0, 0, 0, 0, 0]
7247	"One month ago I graduated with the fall radiation gals... 27 days ago had my first zoladex injection... (get another one tomorrow).... 3 weeks ago started <PERSON> (yuck)... My body aches... hands are stiff, legs and back ache... (I am guessing this is all se's from the rx)... Every night when I go to bed, I find myself feeling my ""good"" side... looking... wondering... waiting... am I just paranoid... and if so how long will I be paranoid... just wondering if I'm normal... please tell me this is normal... (So I can tell my hubby this is normal)..~T"	[1, 0, 0, 0, 1, 0]
7248	The results came back as squamous cell carcinoma - in the lung.	[1, 0, 0, 0, 0, 0]
7249	Now you get out there and live that Life After Cancer~ you  sooo deserve it!	[1, 0, 1, 0, 0, 0]
7250	Had a bone scan yesterday ordered by my rheumatologist.	[1, 0, 0, 0, 0, 0]
7251	Your children will need you, to tell them all about their mom.	[1, 1, 0, 0, 1, 0]
7252	And, who gets nervous seeing her try to get thru that darn keyhole?I wish there was some way I could slow her down.	[1, 0, 0, 0, 0, 0]
7253	I had left lower lobectomy done in Feb. 2013.	[1, 0, 0, 0, 1, 0]
7254	Never got an answer but he wasn't comfortable so I moved his legs.	[1, 0, 0, 0, 0, 0]
7255	I too have young children, and it is difficult to help them understand somthing when I, their father cannot.U r doing the best you can... trying to stay positive is difficult.	[1, 0, 0, 0, 0, 0]
7256	I have never had a hot flash and they talk about vaginal discharge, weight gain?	[1, 0, 0, 0, 0, 0]
7257	I believe you too got this kind of feeling at some point in your journey.	[1, 0, 0, 0, 0, 0]
7258	Your doctors now seem to really care and want to get to the bottom of your health problems.	[1, 0, 0, 0, 0, 0]
7259	I have Malignant Neoplasm of the left breast and I had 6 cancerous lymph nodes under my left arm.	[1, 0, 0, 0, 0, 0]
7260	I become very very tired with metallic taste and muscle and bone pain.	[1, 0, 0, 0, 0, 0]
7261	My tumors were detected during annual chest xray.	[1, 0, 0, 0, 0, 0]
7262	I set the record for having 4 biopsies at once in their center!	[1, 0, 0, 0, 0, 0]
7263	There is also a 5mm lesion on my brain which, most likely is cancer, but hasnt been biopsied yet.	[1, 0, 0, 0, 0, 0]
7264	hello,my mom has small cell in lungs,she went threw chem.well,hair loss about 7th treatment,she starts radiation soon,very worried about preventive radiation to her brain,very bad side i am told,anyone have any good things to say about preventive brain radiation?please and thanx	[1, 0, 0, 0, 0, 0]
7265	I still am scared while waiting for results.	[1, 0, 0, 0, 0, 0]
7266	Four lymph nodes were removed and one came back positive.	[1, 0, 0, 0, 0, 0]
7267	Anyone have experience with being too weak to walk?	[1, 0, 0, 0, 0, 0]
7268	There is no way to know what they will find until that is in.	[1, 0, 0, 0, 0, 0]
7269	Vicki -- It is difficult to care for them as they are very sensitive animals.	[1, 0, 0, 0, 0, 0]
7270	The big issue is the underwire bras and other bras that are tight around the bottom.	[1, 0, 0, 0, 0, 0]
7271	YIKES....If I didn't tell you I was scared, I would be a big liar.	[1, 0, 0, 0, 0, 0]
7272	I am a little worried, even though it was my idea to do the re-excision to get wider margins.	[1, 0, 0, 0, 0, 0]
7273	the doc said 45% cure just would like to hear from people who have had the treatments.	[1, 0, 0, 0, 0, 0]
7274	I know this game, poor patients and their loved ones sit around looking scared out of their minds, body and souls ...	[1, 0, 0, 0, 1, 1]
7275	I'm still stuck on Christmas and can't quite decide what to change mine to.	[1, 0, 0, 0, 0, 0]
7276	I am keeping fingers crossed it's a false alarm and it will be ok.	[1, 0, 0, 0, 0, 0]
7277	Now I am having a biopsy on my left breast.	[1, 0, 0, 0, 0, 0]
7278	The lab found atypical cells present which could have turned cancerous at any time.	[1, 0, 0, 0, 1, 0]
7279	It appears <PERSON> has a few factors that are contributing to his breathing issues.	[1, 0, 0, 0, 0, 1]
7280	And even though you have the knowledge this still may not help your fears.	[1, 0, 0, 0, 0, 0]
7281	My biopsy found invasive ductal carcinoma in my left breast, I had a left mastectomy.	[1, 0, 0, 0, 0, 0]
7282	one day we think we are fine and the next day find that we have cancer.	[1, 0, 0, 1, 1, 0]
7283	My father has non-small cell cancer and he begins chemo this week, we are so scared, he almost can't breath.	[1, 0, 0, 0, 0, 0]
7284	I'm heading off to checkup tomorrow, and it's always a scary thought.	[1, 0, 0, 0, 0, 0]
7285	I also went through this with my husband, but from the diagnosis till he died it was only 2 months.	[1, 0, 0, 0, 1, 0]
7286	I asked my GYN about this and she prescribed an anti-depressant called Effexor XR which help to somewhat alleviate the flashes.	[1, 0, 0, 0, 0, 0]
7287	Anger, fear and frustration can often be underlying depression, so talking to survivors that she can identify with helps.	[1, 0, 0, 0, 0, 0]
7288	My metastasis were also to my other lung, liver and lymph nodes.	[1, 0, 0, 0, 0, 0]
7289	I got sick of sitting around  called the head of Thorastic at Dartmouth up in Lebanon and got seen with in a couple days.	[1, 0, 0, 0, 0, 0]
7290	I was panicked that I couldn't catch my breath at times.	[1, 0, 0, 0, 0, 0]
7291	Any advice on how to cope would be helpful, Im not eating, sleeping, functioning, I am going through the everyday motions, but have no idea how I am.	[1, 0, 0, 0, 1, 0]
7292	I belonged to a support group and was scared by stories of others who had RP and had to also get EBRT later beacause their PSA started rising again.	[1, 0, 0, 0, 0, 0]
7293	All I knew about cancer when I was first diagnosed was that people died from it and that's not very settling.	[1, 0, 0, 0, 0, 1]
7294	My husband has mestastazies head and neck that went to elbow bone and lungs and we are doing it with the chemo.	[1, 0, 0, 0, 0, 0]
7295	I was diagnosed with 3A NSC in my left lung.	[1, 0, 0, 0, 0, 0]
7296	But I was just curious if anybody here has ever been diagnosed with a calcified granuloma in their lung.	[1, 0, 0, 0, 0, 0]
7297	I am 75 years old old and this is my 4th go round with the dreaded cancer.	[1, 0, 0, 0, 0, 0]
7298	I finally decided that I am probably causing my own depression because I was spending most of my waking time wondering if these treatments are working, are the tumors shrinking or are they growing?	[1, 0, 0, 0, 1, 0]
7299	During that operation she developed a blood clot in her leg from her legs being in stirrups for several hours.	[1, 0, 0, 0, 0, 0]
7300	This is in reply to boating...  My husband was diagnosed with SCLC last November... was in remission for 6 weeks.	[1, 0, 0, 0, 0, 0]
7301	I to get scared still when I go to the Dr. and you can see how many years its been for me.	[1, 0, 0, 0, 0, 0]
7302	I only ask because time is of the essence and I'd like to start whatever treatment we can as soon as possible.	[1, 0, 0, 0, 0, 0]
7303	She took her last breath and died with all of us there.	[1, 0, 0, 0, 0, 0]
7304	Screaming and crying are all part of the deal.	[1, 0, 1, 0, 0, 0]
7305	It is now 3 years since diagnosed, had ct-scan today and see Onco dr. wednesday (some scanxiety) .... Stay well all ... <PERSON>	[1, 0, 0, 0, 0, 0]
7306	When the white is low you are more likely to get sick from low ammune system.	[1, 0, 0, 0, 0, 0]
7307	I was treated for non small cell lung cancer.	[1, 0, 0, 0, 1, 0]
7308	ALso I get tired very easily....is this common??	[1, 0, 0, 0, 0, 0]
7309	platelets are low and white count is 0.4 too low.	[1, 0, 0, 0, 0, 0]
7310	I was wondering if anyone out there has had the same procedure I have.	[1, 0, 0, 0, 0, 0]
